finalserialno	serial	a01	a02	a03	m02_1	m02_2	m02_3	m02_4	m02_5	m02_6	b01	b02	b04	b05	b0601	b0602	b0603	b0604	b0605	b0606	b0607	b0608	b0609	b0610	b0611	b0612	b0613	b0614	b0615	b0616	b0617	b0618	b0619	b06a	b07	b09	b12_1	b12_2	b12_3	b12_4	b12_5	b12_6	b13_1	b13_2	b13_3	b13_4	b13_5	b13_6	c01	c02_1	c02_2	c02_3	c02_4	d01	d02	d03	d04	f01_1	f01_2	f01_3	f01_4	f01_5	f01_6	f01_7	f01_8	f01_9	f01_10	f01_11	f01_12	f2	e01	g01_1	g01_2	g01_3	g01_4	g01_5	g01_6	g01_7	g01_8	h01	i01_1	i01_2	i01_3	i01_4	i01_5	i01_6	i01_7	j05	j06	j01	j08	j10	j11	j12	k01	k02	k03	k11	k1201	k1202	k1203	k1204	k1205	k1206	k1207	k1208	k1209	k1210	k1211	k1212	k13	k14_1_01	k14_1_02	k14_1_03	k14_1_04	k14_1_05	k14_2_01	k14_2_02	k14_2_03	k14_2_04	k14_2_05	k14_3_01	k14_3_02	k14_3_03	k14_3_04	k14_3_05	k14_4_01	k14_4_02	k14_4_03	k14_4_04	k14_4_05	k14_5_01	k14_5_02	k14_5_03	k14_5_04	k14_5_05	k14_6_01	k14_6_02	k14_6_03	k14_6_04	k14_6_05	k14_7_01	k14_7_02	k14_7_03	k14_7_04	k14_7_05	k14_8_01	k14_8_02	k14_8_03	k14_8_04	k14_8_05	l01	l02	l03	l04	l09	m01	n04a	n03	p01	p02	p03_1	p03_2	p03_3	p03_4	p03_5	p03_6	p03_7	p03_8	p03a	p03b	p04_01	p04_02	p04_03	p04_04	p04_05	p04_06	p04_07	p04_08	p04_09	p04_10	q01_1	q01_2	q01_3	q01_4	q01_5	q02_1	q02_2	q03_1	q03_2	q03_3	r03	r04	r05	r05a	s01_1	s01_2	s01_3	s01_4	s01_5	s01_6	s01_7	q11	q12	t01_1	t01_2	t02	u01	u03	u05	v01	v04	v05	v06	w01	w02	w03	w08	w09	w11	w12	w13_1	w13_2	w15_1	w15_2	w15_3	r6	x01_1	x01_2	x01_3	x01_4	x01_5	x01_6	x2	x3	k06	k08	y01	y03	y04_01	y04_02	y04_03	y04_04	y04_05	y06	y07	y08	y09	y10_banded	Age	y11	y12a	education	y17	y17a	y18	y18a	y22	y23	y24	y25	y26	y45	y46a	y47	y48_1	y48_2	y48_3	y48_4	y48_5	y48_6	followup1	followup2	q1_cses	q2_cses_1	q2_cses_2	q2_cses_3	q2_cses_4	q2_cses_5	q2_cses_6	q2_cses_7	q2_cses_8	q3_cses_1	q3_cses_2	q3_cses_3	q3_cses_4	q3_cses_5	q4_cses_1	q4_cses_2	q4_cses_3	q4_cses_4	q4_cses_5	q5_cses	q6_cses	q7_cses	q8_cses	q9_cses_1	q9_cses_2	q9_cses_3	q9_cses_4	q9_cses_5	q9_cses_6	q9_cses_7	q10_cses_1	q10_cses_2	q10_cses_3	q10_cses_4	q10_cses_5	q10_cses_6	q10_cses_7	q11_cses_1	q11_cses_2	q11_cses_3	q11_cses_4	q11_cses_5	q11_cses_6	q11_cses_7	q12_cses_1	q12_cses_2	q12_cses_3	q12_cses_4	q12_cses_5	q13_cses	q14_cses	q15_cses	q16_cses	q17_cses	q18_cses	q19_cses	q20_cses	q21_cses	q22_1_cses	q22_2_cses	q22_3_cses	q24_cses	q25_cses	region	recontact	agency	Constit_Name	Constit_Code	pano	Interview_Date	total_num_dwel	total_num_hous	num_elig_people	nr_calls_1st	reissue	nr_calls_reissue	sel_wt_capped	wt_demog	wt_demog_cses	wt_vote	wt_vote_valid	edlevel	turnoutValidationReg	validatedTurnoutBinary	ns_sec	ns_sec_analytic	seg	sc	mii_coded	msoa11	imddecile
67523	000001313	probably brexit/ just seems to be taking a long tie and its slowing everthing down economy and business some businesses have stopped expanding	0	2	5	4	5	4	5	4	2	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	4	1	1	4	2	1	1	2	3	2	1	2	1	2	5	5	1	 	 	2	1	5	4	5	1	1	4	4	4	1	1	5	1	5	10	2	8	5	5	-1	 	 	9	 	 	0	0	3	2	1	1	1	4	1	1	1	3	5	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	0	4	1	5	1	2	5	4	0	10	10	-1	 	 	5	2	0	0	0	0	1	0	0	0	0	0	1	2	2	 	 	2	2	2	2	1	4	2	4	1	0	10	1	0	0	 	 	1	1	4	1	3	7	3	1	2	2	 	 	4	2	2	11	2	2	1	1	7	4	2	5	3	1	1	2	-1	1	2	1	1	2	1	7	2	0	0	1	0	0	0	 	1	1	5	56	1	1	12	1	 	 	 	1	1	 	 	6	1	1	1	1	0	0	0	0	0	1	1	2	3	4	2	4	1	1	1	1	1	1	3	2	1	1	3	3	1	1	2	3	2	 	9	2	5	-1	 	 	-1	0	3	-1	-1	-1	 	 	0	5	3	2	4	 	 	4	2	3	4	2	1	4	5	1	 	2	3	1	2	1	0	0	1	56	Yorkshire & Humber	2	3	Penistone	E14000876	448	16/08/2017	1	1	1	7	0	0	.560981846	.643100747197383	.489183025401505	.906251599769901	 	1	 	 	100	50	80	32	15	E02001532	4
67524	000001317	nhs / more nurses leaving than there is joining/	-1	3	4	2	4	4	2	4	1	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	3	2	1	2	2	2	1	2	3	2	2	3	2	4	4	2	2	 	 	2	2	4	4	4	2	-1	3	4	4	2	-1	4	-1	-1	8	6	5	-1	-1	-1	 	 	6	 	 	2	6	-2	-2	-2	1	3	4	3	1	4	3	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	3	3	-1	-1	5	2	1	4	3	2	5	5	-1	-1	8	-1	 	 	5	1	0	0	0	0	0	0	0	0	1	0	-1	3	-1	 	 	1	2	-1	3	-1	4	-1	2	1	10	4	1	1	1	 	 	2	1	4	2	0	1	3	3	2	2	 	 	4	2	2	-1	1	-1	-1	1	3	4	2	3	5	1	1	2	-1	-1	-1	5	3	2	2	3	1	0	1	0	0	0	3	3	3	2	6	73	1	2	0	11	 	1	2	 	 	2	1	4	1	1	2	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	3	Penistone	E14000876	448	14/07/2017	1	1	1	1	0	0	.560981846	.588606866330672	 	.567725880961322	 	0	 	 	81	40	21	31	1	E02001532	4
67609	000001314	lawlessness / this do good society and people get away with things they should not get away with police have so much red tape and paperwork to do, a lot of leniency	0	3	4	4	4	3	4	4	1	2	 	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	 	2	3	1	1	3	3	2	2	3	2	2	2	3	3	2	1	5	0	1	6	2	4	3	4	4	2	2	4	3	4	5	5	5	1	7	10	5	4	5	5	3	 	 	10	 	 	5	2	-2	-2	-2	1	1	1	1	1	2	1	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	1	5	4	1	1	3	2	0	-1	-1	-1	-1	-1	 	 	0	1	0	0	0	0	1	0	0	0	0	0	3	-1	2	 	 	3	1	2	2	2	3	2	2	1	8	3	1	5	10	 	 	2	-1	2	1	5	0	2	3	1	3	 	 	4	2	2	2	2	-1	1	2	7	4	2	3	5	1	1	2	-1	-1	2	5	7	2	2	3	1	0	0	0	1	0	0	 	3	2	6	71	1	1	10	11	 	1	1	2	2	 	 	6	1	1	2	1	0	0	0	0	0	1	1	3	4	3	2	4	4	2	2	2	1	2	4	4	1	2	2	2	1	1	1	3	2	 	10	3	5	4	 	 	4	-1	-1	-1	-1	-1	 	 	5	5	5	4	10	 	 	3	4	3	-1	5	2	5	5	2	1	4	2	1	2	1	0	0	2	71	Yorkshire & Humber	1	3	Penistone	E14000876	448	14/07/2017	1	1	2	1	0	0	1.121963692	1.17721373266134	.752541877774238	1.13545176192264	.879597646226216	2	1	1	131	70	70	40	14	E02001613	7
67615	000001315	all the budget cuts for the public services/ i work for tthe police and they have cut them to dangerous levels the police and the ambulance it really is dangerous now	1	3	4	2	4	2	2	2	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	-1	-1	1	2	3	2	-1	-1	2	3	2	2	2	2	2	2	2	1	 	 	1	3	5	4	3	1	1	1	1	4	3	3	3	1	3	5	2	8	6	-1	-1	 	 	1	 	 	4	0	3	-2	-2	1	3	4	2	1	2	2	3	2	 	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	3	7	3	1	1	3	2	2	4	4	-1	9	4	 	 	2	1	0	0	0	0	0	0	0	0	1	0	3	2	2	 	 	1	1	1	1	2	3	2	3	2	2	10	7	0	8	 	 	2	1	5	1	1	1	3	2	2	3	 	 	4	2	2	3	3	2	-1	1	4	4	3	4	3	1	-1	2	-1	-1	2	5	2	2	1	7	2	0	1	0	0	0	0	 	1	2	3	39	1	1	6	1	 	 	 	2	3	 	 	3	1	2	3	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	3	Penistone	E14000876	448	15/08/2017	1	1	1	8	0	0	.560981846	.495011679745442	 	.416459087773665	 	4	 	 	111	50	60	31	34	E02001613	7
67622	000001320	the litter everywhere all around the street all around england it is all around	6	4	4	2	3	3	3	4	2	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	2	2	1	2	3	3	2	2	2	1	2	2	2	3	3	3	1	 	 	3	3	3	4	4	3	3	2	2	3	3	3	3	1	6	5	5	5	5	6	6	 	 	5	 	 	5	6	5	5	6	2	2	5	3	2	3	3	5	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	5	2	1	5	3	2	5	4	5	5	4	6	 	 	5	1	0	0	1	0	0	0	0	0	0	0	3	-1	-1	 	 	-1	-1	3	3	3	3	3	3	3	3	3	4	1	5	 	 	3	2	3	3	4	1	3	1	2	6	 	 	1	 	2	11	11	2	1	2	5	4	2	3	3	1	-1	2	-1	-1	-1	4	7	2	1	7	2	1	0	0	0	0	0	 	3	1	4	46	-2	1	15	1	 	 	 	2	2	 	 	2	1	1	1	0	0	1	1	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	3	Penistone	E14000876	448	03/08/2017	1	1	2	5	0	0	1.121963692	1.55339922273062	 	2.07361762936838	 	1	5	 	133	70	90	32	45	E02001613	7
67623	000001324	0vercrowding / putting a strain on our national health service a strain on our education system its causing  a lot of disruption and antaganism between people	2	2	2	3	2	3	4	2	1	2	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	2	2	1	2	2	2	2	2	2	2	2	2	2	5	5	1	2	 	 	2	2	4	4	4	2	2	4	4	3	2	2	3	3	7	5	6	7	7	4	7	 	 	5	 	 	2	7	1	-2	4	1	2	4	3	3	3	3	7	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	2	2	2	2	5	3	1	6	2	1	9	8	1	2	9	-1	 	 	10	2	0	0	0	0	0	0	0	0	1	0	2	1	2	 	 	-1	2	2	2	2	2	2	3	2	8	4	4	1	2	 	 	1	2	4	1	0	7	3	4	2	3	 	 	4	1	2	2	1	2	1	3	5	4	5	2	5	1	1	2	-1	1	2	5	3	2	1	7	1	0	1	0	0	0	3	8	3	2	6	69	1	1	13	11	 	1	1	2	1	 	 	1	1	1	1	0	1	0	0	0	0	1	1	2	2	3	4	2	4	3	4	4	2	3	3	2	2	2	2	2	1	1	3	2	1	2	5	1	3	8	 	 	-1	5	2	2	5	-1	 	 	7	1	1	4	5	 	 	3	3	4	2	4	3	5	5	1	 	1	2	1	2	1	0	0	2	70	Yorkshire & Humber	2	3	Penistone	E14000876	448	18/07/2017	1	1	2	2	0	0	1.121963692	1.17721373266134	.752541877774238	1.13545176192264	.879597646226216	3	1	1	71	30	60	31	12	E02001613	7
67906	000001325	terriosm	-1	1	5	2	5	5	5	5	1	1	 	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	 	1	4	2	1	4	4	2	1	3	4	2	2	1	1	5	5	1	1	 	 	2	1	5	5	5	1	1	5	5	5	4	5	5	1	5	10	1	10	4	7	5	 	 	5	 	 	6	2	6	-2	-2	1	1	1	1	1	1	1	10	1	12	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	2	1	1	1	5	4	2	0	2	1	10	0	0	0	10	0	 	 	10	2	0	0	0	0	0	0	0	0	1	0	2	2	2	 	 	2	2	2	2	2	2	2	1	1	0	9	1	8	1	 	 	3	1	5	1	0	7	2	8	2	1	 	 	4	2	2	1	1	2	1	1	5	5	3	5	3	1	1	2	1	1	2	5	2	2	2	4	3	0	1	0	0	0	0	 	3	2	5	63	1	1	16	11	 	1	2	 	 	1	 	1	1	1	2	1	0	0	0	0	0	1	1	1	1	2	1	5	4	1	2	1	1	4	4	1	1	2	3	2	1	1	1	4	1	7	10	0	9	5	 	 	9	0	5	0	5	0	 	 	0	7	0	7	5	 	 	2	2	2	5	2	1	5	5	2	1	5	2	1	2	1	0	0	2	63	Yorkshire & Humber	1	3	Rotherham	E14000904	482	03/08/2017	1	1	2	1	0	0	1.121963692	1.16688520912519	.634027370563053	.966714594165386	.746053139535589	2	1	1	91	40	120	40	11	E02001591	2
67909	000001327	goverment cut back on everything	1	4	5	4	5	2	5	4	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	2	1	4	4	2	2	2	2	1	1	2	1	5	5	4	1	 	 	1	2	5	5	5	1	2	4	2	1	5	4	5	1	4	10	0	9	-1	0	-1	 	 	5	 	 	8	0	-2	-2	-2	2	3	4	1	1	1	1	1	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	3	3	2	2	0	3	1	0	3	2	0	10	0	-1	10	-1	 	 	0	1	0	0	0	0	0	0	0	0	1	0	1	2	-1	 	 	2	1	2	1	-1	5	3	1	1	0	10	0	0	0	 	 	2	1	5	3	5	0	3	2	2	5	 	 	4	2	2	-1	-1	2	1	1	5	4	1	2	3	1	1	2	-1	1	2	5	2	1	1	4	4	0	0	0	1	0	0	 	1	2	3	37	1	1	1	1	 	 	 	2	2	 	 	3	1	1	1	1	0	0	0	0	0	1	1	3	4	3	2	5	3	2	3	2	2	3	3	3	3	1	2	2	2	2	2	3	1	1	0	10	0	0	 	 	0	0	4	-1	-1	-1	 	 	0	10	0	0	0	 	 	5	4	4	-1	5	1	5	5	-1	1	2	2	1	2	1	0	0	2	37	Yorkshire & Humber	1	3	Rotherham	E14000904	482	01/08/2017	1	1	2	1	0	0	1.121963692	.990023359490884	.661931930546851	.83291817554733	.697988937395814	5	1	1	72	30	60	31	34	E02001591	2
67916	000001326	terrorism	-1	3	4	4	4	3	4	3	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	-1	3	2	3	3	3	2	3	3	3	3	3	2	3	3	2	1	 	 	3	3	4	4	3	2	2	-1	2	4	3	4	4	3	7	8	-1	-1	-1	-1	-1	 	 	6	 	 	-1	-1	-2	-2	-2	1	1	2	2	2	1	-1	0	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	1	0	-1	2	4	1	3	10	-1	10	-1	-1	-1	 	 	10	-1	0	0	0	0	0	0	0	0	1	0	3	-1	-1	 	 	-1	-1	-1	-1	-1	4	2	2	1	0	8	0	0	0	 	 	2	-1	4	2	7	0	3	1	1	4	 	 	4	2	2	1	1	2	-1	3	5	4	2	4	-1	1	-1	2	-1	-1	-1	1	1	1	1	5	3	0	0	1	0	0	0	 	3	2	5	56	1	1	12	3	 	 	 	2	1	 	 	2	1	1	2	0	1	0	0	0	0	1	1	4	-1	-1	2	3	-1	3	3	-1	2	3	4	2	1	1	1	1	1	1	-1	3	-1	 	-1	-1	-1	-1	 	 	-1	-1	-1	-1	-1	-1	 	 	-1	-1	-1	-1	-1	 	 	3	-1	-1	3	4	3	5	5	2	2	 	 	1	2	1	0	0	2	56	Yorkshire & Humber	2	3	Rotherham	E14000904	482	07/08/2017	1	1	2	5	0	0	1.121963692	1.16688520912519	.634027370563053	1.65612360285651	.942652910960905	1	2	0	134	70	110	50	11	E02001591	2
67918	000001329	brexit	1	2	3	4	3	3	4	2	1	1	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	4	3	3	2	2	3	2	2	2	2	2	2	2	2	4	4	2	1	 	 	3	3	3	4	3	3	4	3	3	4	4	1	3	-1	5	5	-1	-1	-1	-1	-1	 	 	5	 	 	7	3	-1	5	-2	2	2	4	2	2	3	3	5	2	 	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	5	2	1	5	3	2	5	-1	-1	-1	-1	-1	 	 	-1	1	0	1	0	0	0	0	0	0	0	0	3	3	3	 	 	3	3	3	3	3	3	3	3	3	5	10	4	0	7	 	 	2	1	3	4	5	1	3	2	2	3	 	 	4	1	1	1	1	-1	-1	4	4	2	4	2	3	1	-1	2	-1	-1	-1	5	2	2	2	4	1	0	1	0	0	0	14	3	3	2	3	37	10	1	9	3	 	 	 	2	3	 	 	4	1	1	2	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	3	Rotherham	E14000904	482	02/08/2017	1	1	1	3	0	0	.560981846	.699858526558653	 	.523132765112151	.676915585922673	3	1	1	122	60	100	40	15	E02001591	2
68001	000001335	brexit	2	2	5	3	5	2	5	3	1	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	4	4	4	4	4	4	4	2	3	4	1	2	4	4	2	2	 	 	2	3	2	3	4	2	4	1	-1	4	3	4	4	3	5	5	5	8	8	3	6	 	 	4	 	 	0	9	0	0	0	1	1	4	2	2	3	2	6	1	12	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	5	3	1	4	2	1	9	9	8	1	10	10	 	 	8	2	0	0	0	0	0	0	0	0	1	0	2	3	2	 	 	3	2	2	2	2	3	3	3	1	10	0	0	2	0	 	 	1	2	4	1	2	1	3	3	2	3	 	 	4	1	1	-1	-1	-1	-1	6	6	3	4	3	5	1	1	2	1	1	2	5	3	2	2	4	1	0	0	0	1	0	1	1	3	1	7	81	1	1	6	11	 	1	1	1	2	 	 	4	1	1	2	1	0	0	0	0	0	1	1	2	1	2	2	3	2	2	1	2	2	2	3	2	2	3	4	4	1	2	3	2	1	2	7	2	3	8	 	 	1	5	5	5	5	5	 	 	7	2	2	4	1	 	 	5	3	5	2	5	3	5	5	1	 	1	2	1	2	1	0	0	1	81	Yorkshire & Humber	1	3	Rotherham	E14000904	482	02/08/2017	1	1	2	1	0	0	1.121963692	1.05695479947417	.580061367270033	1.11756418660347	.805325696304235	4	1	1	20	11	12	20	15	E02001602	7
68018	000001340	climate change	6	2	5	4	5	5	5	5	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	4	4	1	1	3	4	2	2	3	3	2	2	2	2	4	4	1	1	 	 	2	2	5	3	3	5	1	1	1	5	5	1	3	3	5	5	-1	-1	-1	-1	-1	 	 	10	 	 	4	2	4	4	4	2	2	6	2	2	2	2	7	1	21	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4	4	3	3	4	2	0	2	1	10	10	10	10	10	10	 	 	0	2	0	1	0	0	0	0	1	0	0	0	2	2	2	 	 	2	1	1	2	2	4	4	1	1	1	5	3	1	6	 	 	2	2	1	2	4	1	3	2	1	5	 	 	4	2	2	11	1	2	1	1	3	3	2	2	3	1	-1	2	-1	1	1	5	2	2	1	4	2	1	0	0	0	0	0	 	3	2	2	26	1	1	5	3	 	 	 	2	1	 	 	3	1	1	2	0	0	1	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	3	Rotherham	E14000904	482	10/08/2017	1	1	1	3	0	0	.560981846	.580642048005631	 	.779655912085935	.570598916346643	4	2	0	122	60	51	20	40	E02001602	7
68019	000001338	brexit	1	2	2	4	4	2	2	2	1	1	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	4	3	1	3	3	2	1	2	2	1	1	2	2	4	5	2	1	 	 	1	2	4	4	4	2	5	4	4	4	4	4	4	1	3	10	2	10	-1	-1	-1	 	 	10	 	 	10	5	-1	-1	-1	1	3	7	2	1	2	-1	6	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	3	2	1	2	2	5	2	1	10	10	10	-1	-1	-1	 	 	10	2	0	0	0	0	0	0	0	0	1	0	1	3	1	 	 	2	1	2	2	-1	5	5	1	1	0	10	0	0	0	 	 	1	1	4	2	5	1	2	2	2	1	 	 	4	2	2	11	2	2	1	1	7	2	2	2	2	1	1	2	1	1	-1	5	2	2	2	3	1	0	0	0	1	0	3	8	3	2	7	75	1	2	0	11	 	1	1	1	2	 	 	1	1	1	3	0	1	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	3	Rotherham	E14000904	482	08/08/2017	1	1	2	4	0	0	1.121963692	1.34854136136149	 	1.08563095841871	.891618353663396	0	1	1	60	20	52	31	15	E02001602	7
68103	000000171	brexit	2	1	2	2	1	3	4	4	1	2	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	3	1	1	4	3	3	3	3	2	4	4	1	3	4	4	3	2	 	 	3	2	4	4	4	1	3	3	4	4	5	3	3	1	5	5	5	6	3	5	2	 	 	5	 	 	8	6	5	3	6	1	2	7	2	1	2	3	10	1	4	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	3	2	2	3	6	4	1	2	2	1	10	10	4	1	10	1	 	 	10	2	0	0	0	0	0	0	0	0	1	0	3	3	2	 	 	1	2	2	3	1	4	4	2	1	6	6	2	8	2	 	 	1	1	4	2	9	6	3	3	1	3	 	 	4	1	-1	2	-1	2	1	2	3	2	2	1	4	1	1	2	1	2	2	5	3	2	2	4	2	0	0	1	0	0	0	 	3	2	6	66	1	1	2	11	 	1	1	1	1	 	 	6	1	1	1	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	1	1	Scarboroug	E14000913	497	21/07/2017	1	1	1	2	0	0	.560981846	.406778774329679	 	.402294901777331	.317390848790123	4	1	1	50	20	22	20	15	E02005804	4
